Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
1992/11/12,49,66,39,0,,
1992/11/13,49,66,38,0,,
1992/11/14,50,71,36,0,,
1992/11/15,49,58,42,0,,
1992/11/16,45,58,36,0,,
1992/11/17,52,66,39,0,,
1992/11/18,58,73,48,0,,
1992/11/19,56,64,52,0.12,,
1992/11/20,42,52,38,0,,
1992/11/21,37,51,27,0,,
1992/11/22,44,60,30,0,,
1992/11/23,44,63,32,0,,
1992/11/24,47,66,33,0,,
1992/11/25,51,66,38,0,,
1992/11/26,44,53,38,0,,
1992/11/27,42,49,34,0,,
1992/11/28,47,60,36,0,,
1992/11/29,46,61,33,0,,
1992/11/30,49,58,42,0,,
1992/12/1,47,59,35,0,,
1992/12/2,47,54,42,0,,
1992/12/3,43,55,34,0,,
1992/12/4,51,58,44,0,,
1992/12/5,53,60,48,0.03,,
1992/12/6,53,56,51,0.22,,
1992/12/7,50,54,48,0.19,,
1992/12/8,45,53,36,0,,
1992/12/9,47,53,44,0.04,,
1992/12/10,42,48,37,0,,
1992/12/11,35,47,25,0,,
1992/12/12,42,57,30,0,,
1992/12/13,44,51,36,0,,
1992/12/14,40,47,36,0.02,,
1992/12/15,34,47,25,0,,
1992/12/16,35,51,23,0,,
1992/12/17,39,54,27,0,,
1992/12/18,48,57,38,0,,
1992/12/19,48,55,44,0.12,,
1992/12/20,49,52,47,0.12,,
1992/12/21,42,49,36,0,,
1992/12/22,39,42,32,0,,
1992/12/23,34,42,30,0,,
1992/12/24,32,47,22,0,,
1992/12/25,38,50,27,0,,
1992/12/26,41,47,34,0.15,,
1992/12/27,44,46,42,0.02,,
1992/12/28,36,42,32,0,,
1992/12/29,35,47,26,0,,
1992/12/30,38,49,29,0,,
1992/12/31,42,54,35,0,,
1993/1/1,41,54,31,0,,
1993/1/2,43,57,31,0,,
1993/1/3,43,51,38,0.47,,
1993/1/4,38,43,35,0.36,,
1993/1/5,36,40,31,0.14,,
1993/1/6,38,40,36,0.1,,
1993/1/7,37,42,34,0.12,,
1993/1/8,43,44,37,0.69,,
1993/1/9,44,45,42,0.47,,
1993/1/10,37,43,35,0.36,,
1993/1/11,36,41,31,0.09,,
1993/1/12,35,38,33,0.62,,
1993/1/13,39,42,35,0.67,,
1993/1/14,33,39,31,0.47,,
1993/1/15,28,32,26,0,,
1993/1/16,24,29,19,0,,
1993/1/17,25,33,18,0,,
1993/1/18,26,32,20,0,,
1993/1/19,28,36,19,0,,
1993/1/20,30,35,27,0,,
1993/1/21,30,38,22,0,,
1993/1/22,30,39,23,0,,
1993/1/23,34,42,30,0,,
1993/1/24,31,43,22,0,,
1993/1/25,31,47,22,0,,
1993/1/26,34,47,24,0,,
1993/1/27,31,38,27,0,,
1993/1/28,27,40,18,0,,
1993/1/29,32,46,22,0,,
1993/1/30,35,50,25,0,,
1993/1/31,39,57,26,0,,
1993/2/1,36,49,26,0,,
1993/2/2,36,51,26,0,,
1993/2/3,40,50,33,0,,
1993/2/4,42,63,29,0,,
1993/2/5,51,72,35,0,,
1993/2/6,56,73,40,0,,
1993/2/7,43,57,37,0,,
1993/2/8,38,46,33,0,,
1993/2/9,38,48,27,0,,
1993/2/10,40,55,28,0,,
1993/2/11,43,58,32,0,,
1993/2/12,43,60,31,0,,
1993/2/13,49,66,34,0,,
1993/2/14,50,58,41,0,,
1993/2/15,49,54,46,0.72,,
1993/2/16,45,52,42,0.03,,
1993/2/17,45,52,36,0,,
1993/2/18,44,46,41,0.43,,
1993/2/19,43,46,41,0.44,,
1993/2/20,46,50,42,1.24,,
1993/2/21,42,44,39,0.01,,
1993/2/22,39,44,35,0,,
1993/2/23,35,42,28,0,,
1993/2/24,37,39,35,0,,
1993/2/25,38,47,27,0,,
1993/2/26,41,50,35,0,,
1993/2/27,42,47,39,0.06,,
1993/2/28,44,52,35,0,,
1993/3/1,41,51,30,0,,
1993/3/2,40,53,29,0,,
1993/3/3,49,60,41,0,,
1993/3/4,48,65,35,0,,
1993/3/5,54,71,41,0,,
1993/3/6,48,58,43,0.15,,
1993/3/7,45,53,35,0,,
1993/3/8,46,55,37,0,,
1993/3/9,43,49,39,0.12,,
1993/3/10,48,58,37,0,,
1993/3/11,51,61,44,0.04,,
1993/3/12,51,63,41,0,,
1993/3/13,52,56,47,0.02,,
1993/3/14,53,56,51,0.52,,
1993/3/15,47,53,44,0.04,,
1993/3/16,47,53,42,0,,
1993/3/17,42,50,35,0,,
1993/3/18,42,50,34,0,,
1993/3/19,42,52,31,0,,
1993/3/20,45,52,38,0,,
1993/3/21,47,53,43,0,,
1993/3/22,47,49,44,0.1,,
1993/3/23,48,51,45,0.69,,
1993/3/24,51,58,48,1.46,,
1993/3/25,48,52,47,1.31,,
1993/3/26,50,56,47,0.37,,
1993/3/27,50,52,47,0.25,,
1993/3/28,50,57,46,0.27,,
1993/3/29,49,57,38,0,,
1993/3/30,53,63,45,0,,
1993/3/31,58,72,45,0,,
1993/4/1,62,72,51,0,,
1993/4/2,60,70,52,0,,
1993/4/3,57,60,54,0,,
1993/4/4,47,56,45,0.17,,
1993/4/5,44,54,34,0,,
1993/4/6,51,62,39,0,,
1993/4/7,54,62,45,0,,
1993/4/8,48,57,41,0,,
1993/4/9,51,64,38,0,,
1993/4/10,54,60,46,0,,
1993/4/11,50,59,39,0,,
1993/4/12,51,62,39,0,,
1993/4/13,50,55,45,0,,
1993/4/14,53,58,47,0,,
1993/4/15,55,58,53,0,,
1993/4/16,56,64,53,0.01,,
1993/4/17,58,72,46,0,,
1993/4/18,62,76,46,0,,
1993/4/19,66,79,54,0,,
1993/4/20,68,77,61,0,,
1993/4/21,69,83,56,0,,
1993/4/22,75,87,60,0,,
1993/4/23,78,87,63,0,,
1993/4/24,70,80,63,0,,
1993/4/25,59,67,49,0,,
1993/4/26,68,85,51,0,,
1993/4/27,71,82,63,0,,
1993/4/28,69,72,67,1.85,,
1993/4/29,67,77,60,0.03,,
1993/4/30,64,70,59,0,,
1993/5/1,58,60,56,0.9,,
1993/5/2,59,67,54,0.87,,
1993/5/3,62,71,53,0,,
1993/5/4,65,77,53,0,,
1993/5/5,64,68,61,0.03,,
1993/5/6,67,73,62,0.12,,
1993/5/7,65,72,60,0,,
1993/5/8,69,75,62,0,,
1993/5/9,60,68,56,0.26,,
1993/5/10,63,77,49,0,,
1993/5/11,76,92,60,0,,
1993/5/12,81,91,75,0,,
1993/5/13,65,81,56,0.43,,
1993/5/14,64,74,56,0.03,,
1993/5/15,65,72,60,0,,
1993/5/16,63,68,61,0.09,,
1993/5/17,65,71,61,0.01,,
1993/5/18,66,72,63,0,,
1993/5/19,60,66,55,0.79,,
1993/5/20,63,67,60,2.6,,
1993/5/21,66,72,64,0.44,,
1993/5/22,70,81,60,0,,
1993/5/23,69,74,66,0,,
1993/5/24,69,83,57,0,,
1993/5/25,73,87,62,0,,
1993/5/26,70,76,66,0,,
1993/5/27,63,70,60,0.09,,
1993/5/28,59,63,56,0.35,,
1993/5/29,69,81,55,0,,
1993/5/30,71,83,62,0,,
1993/5/31,74,85,60,0,,
1993/6/1,68,78,65,1.33,,
1993/6/2,69,80,61,0,,
1993/6/3,74,87,60,0,,
1993/6/4,67,76,62,0.54,,
1993/6/5,69,79,63,0,,
1993/6/6,70,78,63,0,,
1993/6/7,74,85,63,0,,
1993/6/8,79,89,70,0,,
1993/6/9,78,88,69,0,,
1993/6/10,78,88,69,0,,
1993/6/11,82,92,73,0,,
1993/6/12,80,86,78,0.02,,
1993/6/13,81,91,71,0,,
1993/6/14,83,90,77,0,,
1993/6/15,81,92,73,0,,
1993/6/16,84,93,75,0,,
1993/6/17,82,92,77,0.25,,
1993/6/18,78,85,75,0.32,,
1993/6/19,79,88,71,0,,
1993/6/20,82,91,74,0,,
1993/6/21,78,84,77,1.77,,
1993/6/22,71,78,65,1.82,,
1993/6/23,74,85,64,0,,
1993/6/24,80,88,72,0,,
1993/6/25,76,82,70,0.35,,
1993/6/26,76,85,67,0,,
1993/6/27,81,90,72,0,,
1993/6/28,86,96,79,0,,
1993/6/29,73,87,68,3.82,,
1993/6/30,73,78,69,0.02,,
1993/7/1,75,81,69,0,,
1993/7/2,76,83,71,0,,
1993/7/3,75,78,73,0.02,,
1993/7/4,74,80,71,0,,
1993/7/5,73,80,68,0,,
1993/7/6,77,83,72,0,,
1993/7/7,79,87,75,0.02,,
1993/7/8,80,87,75,0.02,,
1993/7/9,84,91,77,0,,
1993/7/10,87,95,79,0,,
1993/7/11,87,96,79,0,,
1993/7/12,87,96,78,0,,
1993/7/13,88,96,80,0,,
1993/7/14,87,95,82,0,,
1993/7/15,85,92,81,0,,
1993/7/16,86,95,79,0.57,,
1993/7/17,79,83,77,0.78,,
1993/7/18,82,89,78,0,,
1993/7/19,82,90,78,0,,
1993/7/20,78,84,76,0,,
1993/7/21,75,81,69,0,,
1993/7/22,74,79,69,0,,
1993/7/23,77,86,71,0.39,,
1993/7/24,74,80,70,0.19,,
1993/7/25,77,84,72,0,,
1993/7/26,79,87,73,0,,
1993/7/27,80,88,75,0,,
1993/7/28,81,90,74,0,,
1993/7/29,82,91,76,0,,
1993/7/30,82,89,77,0,,
1993/7/31,79,90,76,1.26,,
1993/8/1,80,87,77,0.37,,
1993/8/2,82,90,77,0.02,,
1993/8/3,83,89,78,0,,
1993/8/4,83,90,77,0,,
1993/8/5,85,92,79,0,,
1993/8/6,82,87,79,0.02,,
1993/8/7,78,83,75,0,,
1993/8/8,80,86,75,0,,
1993/8/9,78,85,72,0,,
1993/8/10,78,86,72,0,,
1993/8/11,78,84,73,0,,
1993/8/12,77,80,74,0.02,,
1993/8/13,77,80,75,0.05,,
1993/8/14,77,82,74,0,,
1993/8/15,78,82,74,0,,
1993/8/16,75,80,73,0.03,,
1993/8/17,78,85,72,0,,
1993/8/18,71,78,67,0.61,,
1993/8/19,73,81,66,0.02,,
1993/8/20,71,76,69,0.11,,
1993/8/21,71,74,69,1.02,,
1993/8/22,78,87,71,0,,
1993/8/23,84,94,78,0,,
1993/8/24,85,95,76,0,,
1993/8/25,82,92,75,1.12,,
1993/8/26,74,80,70,0.13,,
1993/8/27,78,89,68,0,,
1993/8/28,77,86,67,0,,
1993/8/29,74,81,70,0,,
1993/8/30,75,82,71,0.02,,
1993/8/31,75,84,72,0,,
1993/9/1,74,85,64,0,,
1993/9/2,74,87,64,0,,
1993/9/3,76,86,66,0,,
1993/9/4,74,87,69,0,,
1993/9/5,78,87,69,0,,
1993/9/6,77,86,67,0,,
1993/9/7,75,85,66,0,,
1993/9/8,74,83,65,0,,
1993/9/9,75,85,67,0.29,,
1993/9/10,76,81,71,0,,
1993/9/11,72,77,70,0.19,,
1993/9/12,75,83,70,0.04,,
1993/9/13,76,84,71,0,,
1993/9/14,77,85,72,0,,
1993/9/15,79,87,72,0,,
1993/9/16,82,93,76,0,,
1993/9/17,80,88,76,0,,
1993/9/18,70,79,67,0.64,,
1993/9/19,69,72,67,1.59,,
1993/9/20,71,73,69,0.24,,
1993/9/21,69,72,67,0.22,,
1993/9/22,71,82,61,0,,
1993/9/23,72,82,67,0,,
1993/9/24,70,83,59,0,,
1993/9/25,70,83,59,0,,
1993/9/26,72,82,60,0,,
1993/9/27,73,86,62,0,,
1993/9/28,70,74,67,0,,
1993/9/29,66,71,63,0,,
1993/9/30,65,77,54,0,,
1993/10/1,65,74,55,0,,
1993/10/2,67,77,58,0,,
1993/10/3,66,76,54,0,,
1993/10/4,66,74,56,0,,
1993/10/5,69,77,63,0,,
1993/10/6,65,76,52,0,,
1993/10/7,63,77,52,0,,
1993/10/8,65,80,52,0,,
1993/10/9,67,84,53,0,,
1993/10/10,67,76,61,0,,
1993/10/11,67,76,59,0,,
1993/10/12,68,79,59,0,,
1993/10/13,70,79,62,0,,
1993/10/14,63,71,61,0.02,,
1993/10/15,60,64,58,0.12,,
1993/10/16,62,67,59,0.26,,
1993/10/17,62,67,59,0.52,,
1993/10/18,60,67,56,0,,
1993/10/19,59,72,50,0,,
1993/10/20,62,77,52,0,,
1993/10/21,63,77,52,0,,
1993/10/22,63,76,54,0,,
1993/10/23,60,69,54,0,,
1993/10/24,58,69,46,0,,
1993/10/25,58,67,47,0,,
1993/10/26,59,63,55,0.07,,
1993/10/27,60,65,56,0.01,,
1993/10/28,61,63,59,0.69,,
1993/10/29,55,61,52,0.72,,
1993/10/30,51,60,40,0,,
1993/10/31,51,67,39,0,,
1993/11/1,51,69,38,0,,
1993/11/2,53,71,40,0,,
1993/11/3,55,70,44,0,,
1993/11/4,59,76,46,0,,
1993/11/5,68,77,60,0.01,,
1993/11/6,69,73,67,0.3,,
1993/11/7,64,69,60,0.15,,
1993/11/8,60,62,57,0.01,,
1993/11/9,63,70,60,0.44,,
1993/11/10,56,61,53,0.07,,
1993/11/11,56,58,54,0.21,,
1993/11/12,54,61,51,0.41,,
1993/11/13,55,67,49,0,,
1993/11/14,56,70,45,0,,
1993/11/15,58,74,45,0,,
1993/11/16,59,69,49,0,,
1993/11/17,56,66,46,0.04,,
1993/11/18,43,47,40,0,,
1993/11/19,47,52,42,0.26,,
1993/11/20,40,51,33,1.37,,
1993/11/21,30,34,26,0.14,,
1993/11/22,32,44,24,0,,
1993/11/23,35,38,31,0,,
1993/11/24,31,41,22,0,,
1993/11/25,36,43,26,0,,
1993/11/26,42,55,32,0,,
1993/11/27,41,58,30,0,,
1993/11/28,45,54,34,0,,
1993/11/29,51,61,46,0,,
1993/11/30,49,54,47,0.19,,
1993/12/1,48,52,45,0.02,,
1993/12/2,51,54,48,0,,
1993/12/3,39,50,35,0.48,,
1993/12/4,38,46,32,0,,
1993/12/5,38,48,31,0,,
1993/12/6,37,51,27,0,,
1993/12/7,40,51,30,0,,
1993/12/8,44,56,31,0,,
1993/12/9,47,51,44,0.09,,
1993/12/10,40,47,37,0,,
1993/12/11,38,48,30,0,,
1993/12/12,41,48,32,0,,
1993/12/13,41,45,38,0.03,,
1993/12/14,38,43,34,0.03,,
1993/12/15,34,38,32,0,,
1993/12/16,34,43,27,0,,
1993/12/17,34,40,28,0,,
1993/12/18,32,40,23,0,,
1993/12/19,35,53,25,0,,
1993/12/20,36,49,26,0,,
1993/12/21,31,39,27,0,,
1993/12/22,27,41,18,0,,
1993/12/23,30,47,20,0,,
1993/12/24,35,53,25,0,,
1993/12/25,42,61,28,0,,
1993/12/26,44,51,38,0,,
1993/12/27,36,52,26,0,,
1993/12/28,41,51,33,0,,
1993/12/29,44,58,31,0,,
1993/12/30,46,55,39,0,,
1993/12/31,34,46,30,0,,
1994/1/1,34,48,26,0,,
1994/1/2,40,55,27,0,,
1994/1/3,46,57,41,0,,
1994/1/4,44,54,34,0,,
1994/1/5,47,52,46,0.04,,
1994/1/6,41,50,33,0,,
1994/1/7,40,46,34,0.01,,
1994/1/8,41,49,39,0,,
1994/1/9,38,54,29,0,,
1994/1/10,39,44,34,0,,
1994/1/11,42,45,39,0.01,,
1994/1/12,42,45,40,0.2,,
1994/1/13,40,46,36,0,,
1994/1/14,37,49,27,0,,
1994/1/15,41,53,31,0,,
1994/1/16,49,58,43,0,,
1994/1/17,37,52,30,0.03,,
1994/1/18,28,35,26,0.21,,
1994/1/19,28,34,22,0,,
1994/1/20,32,39,25,0,,
1994/1/21,32,40,24,0,,
1994/1/22,34,47,24,0,,
1994/1/23,35,47,25,0,,
1994/1/24,39,52,29,0,,
1994/1/25,38,55,26,0,,
1994/1/26,38,43,32,0,,
1994/1/27,34,42,29,0,,
1994/1/28,37,49,26,0,,
1994/1/29,34,43,26,0,,
1994/1/30,35,41,30,0,,
1994/1/31,36,39,35,0.13,,
1994/2/1,39,46,35,0,,
1994/2/2,35,47,26,0,,
1994/2/3,36,49,26,0,,
1994/2/4,39,44,36,0.15,,
1994/2/5,39,40,38,0.1,,
1994/2/6,42,44,39,0.07,,
1994/2/7,41,47,36,0,,
1994/2/8,46,55,40,0,,
1994/2/9,38,47,29,0,,
1994/2/10,37,40,31,0.41,,
1994/2/11,39,42,37,0.41,,
1994/2/12,36,39,34,0,,
1994/2/13,37,42,33,0,,
1994/2/14,40,42,38,0.19,,
1994/2/15,38,41,36,0.02,,
1994/2/16,37,46,30,0,,
1994/2/17,40,49,33,0,,
1994/2/18,42,51,33,0,,
1994/2/19,44,48,40,0,,
1994/2/20,48,56,42,0,,
1994/2/21,44,54,35,0,,
1994/2/22,51,66,39,0,,
1994/2/23,40,59,33,0.38,,
1994/2/24,34,37,32,0.44,,
1994/2/25,37,45,29,0,,
1994/2/26,38,48,31,0,,
1994/2/27,41,49,34,0,,
1994/2/28,40,47,33,0,,
1994/3/1,39,49,31,0,,
1994/3/2,41,53,30,0,,
1994/3/3,47,58,39,0,,
1994/3/4,51,67,37,0,,
1994/3/5,50,61,40,0,,
1994/3/6,51,57,44,0.3,,
1994/3/7,51,53,47,0.01,,
1994/3/8,48,52,46,0,,
1994/3/9,36,47,33,0.46,,
1994/3/10,40,49,32,0,,
1994/3/11,42,47,39,0.33,,
1994/3/12,41,45,37,0.22,,
1994/3/13,39,45,34,0.01,,
1994/3/14,40,49,32,0,,
1994/3/15,44,54,33,0,,
1994/3/16,49,58,45,0,,
1994/3/17,51,60,44,0,,
1994/3/18,50,64,37,0,,
1994/3/19,54,66,45,0,,
1994/3/20,54,68,42,0,,
1994/3/21,58,69,46,0,,
1994/3/22,58,65,54,0,,
1994/3/23,50,60,40,0.06,,
1994/3/24,53,61,45,0,,
1994/3/25,48,64,40,0,,
1994/3/26,44,53,34,0,,
1994/3/27,48,62,33,0,,
1994/3/28,52,57,49,0,,
1994/3/29,50,57,43,0,,
1994/3/30,52,62,44,0,,
1994/3/31,54,63,46,0,,
1994/4/1,57,69,45,0,,
1994/4/2,61,75,47,0,,
1994/4/3,63,73,56,0,,
1994/4/4,63,72,57,0,,
1994/4/5,60,66,58,0.16,,
1994/4/6,62,68,58,0,,
1994/4/7,61,69,57,0.3,,
1994/4/8,54,60,51,0,,
1994/4/9,51,60,45,0.1,,
1994/4/10,51,55,49,0.59,,
1994/4/11,51,55,48,1.01,,
1994/4/12,55,64,49,0.01,,
1994/4/13,58,69,46,0,,
1994/4/14,57,69,44,0,,
1994/4/15,61,72,51,0,,
1994/4/16,63,76,52,0,,
1994/4/17,64,72,56,0,,
1994/4/18,66,74,61,0,,
1994/4/19,60,63,57,1.09,,
1994/4/20,61,63,58,0.37,,
1994/4/21,59,62,56,0,,
1994/4/22,60,64,58,0.05,,
1994/4/23,62,73,53,0,,
1994/4/24,64,70,59,0,,
1994/4/25,63,68,60,0.17,,
1994/4/26,65,74,59,0,,
1994/4/27,63,70,59,0,,
1994/4/28,66,80,52,0,,
1994/4/29,72,87,58,0,,
1994/4/30,76,90,63,0,,
1994/5/1,79,91,66,0,,
1994/5/2,73,82,68,0.54,,
1994/5/3,68,74,64,0,,
1994/5/4,63,71,58,0.04,,
1994/5/5,67,79,52,0,,
1994/5/6,71,82,55,0,,
1994/5/7,72,85,57,0,,
1994/5/8,73,89,59,0,,
1994/5/9,76,89,60,0,,
1994/5/10,71,78,65,0.7,,
1994/5/11,70,81,60,0.08,,
1994/5/12,74,86,62,0,,
1994/5/13,72,79,69,1.68,,
1994/5/14,72,78,67,0.01,,
1994/5/15,78,89,70,0,,
1994/5/16,75,90,63,0.16,,
1994/5/17,65,73,59,0,,
1994/5/18,67,79,52,0,,
1994/5/19,71,85,54,0,,
1994/5/20,72,83,64,0.06,,
1994/5/21,73,81,67,0.16,,
1994/5/22,73,81,66,0,,
1994/5/23,74,82,67,0,,
1994/5/24,77,84,73,0.35,,
1994/5/25,75,84,71,0,,
1994/5/26,73,81,63,0,,
1994/5/27,76,84,67,0,,
1994/5/28,76,89,65,0,,
1994/5/29,79,93,64,0,,
1994/5/30,76,84,69,0,,
1994/5/31,79,89,72,0,,
1994/6/1,76,86,68,0,,
1994/6/2,76,89,65,0,,
1994/6/3,77,91,62,0,,
1994/6/4,80,91,69,0,,
1994/6/5,80,90,72,0,,
1994/6/6,77,84,69,0,,
1994/6/7,72,79,70,0.69,,
1994/6/8,71,75,69,0.57,,
1994/6/9,67,70,65,1.15,,
1994/6/10,68,76,62,0.17,,
1994/6/11,70,74,64,0,,
1994/6/12,72,78,68,0.01,,
1994/6/13,75,81,71,0.01,,
1994/6/14,75,83,66,0,,
1994/6/15,75,84,68,0,,
1994/6/16,73,78,70,0,,
1994/6/17,71,76,69,0.02,,
1994/6/18,76,85,67,0,,
1994/6/19,77,87,66,0,,
1994/6/20,74,81,67,0,,
1994/6/21,72,75,69,0.09,,
1994/6/22,76,83,72,0.04,,
1994/6/23,81,90,71,0,,
1994/6/24,85,94,76,0,,
1994/6/25,87,96,81,0,,
1994/6/26,78,84,74,1.53,,
1994/6/27,81,91,73,0.04,,
1994/6/28,84,94,78,0.02,,
1994/6/29,87,97,78,0,,
1994/6/30,87,95,78,0,,
1994/7/1,89,97,81,0,,
1994/7/2,90,99,82,0,,
1994/7/3,91,100,84,0,,
1994/7/4,90,97,82,0,,
1994/7/5,88,99,76,0.54,,
1994/7/6,88,97,79,0,,
1994/7/7,88,97,80,0,,
1994/7/8,89,97,81,0,,
1994/7/9,91,100,83,0,,
1994/7/10,89,98,82,0,,
1994/7/11,86,93,82,0,,
1994/7/12,88,96,83,0,,
1994/7/13,84,89,77,0.04,,
1994/7/14,84,95,78,0,,
1994/7/15,83,90,76,0.3,,
1994/7/16,84,89,81,0,,
1994/7/17,83,93,77,0.3,,
1994/7/18,84,93,78,0.14,,
1994/7/19,87,97,80,0,,
1994/7/20,86,95,78,0,,
1994/7/21,87,94,80,0,,
1994/7/22,88,98,80,0,,
1994/7/23,87,96,80,0,,
1994/7/24,86,96,79,0,,
1994/7/25,88,97,80,0,,
1994/7/26,87,94,79,0,,
1994/7/27,88,97,80,0,,
1994/7/28,88,97,80,0,,
1994/7/29,87,97,80,0,,
1994/7/30,83,94,78,0,,
1994/7/31,83,95,77,0.46,,
1994/8/1,83,92,78,0.02,,
1994/8/2,89,99,79,0,,
1994/8/3,90,100,83,0,,
1994/8/4,88,96,81,0,,
1994/8/5,88,96,81,0,,
1994/8/6,88,98,80,0,,
1994/8/7,88,98,80,0,,
1994/8/8,88,96,81,0,,
1994/8/9,84,91,80,0.02,,
1994/8/10,84,93,78,0,,
1994/8/11,87,98,76,0,,
1994/8/12,88,97,79,0,,
1994/8/13,81,87,78,0.38,,
1994/8/14,86,94,78,0,,
1994/8/15,83,89,80,0,,
1994/8/16,84,91,77,0,,
1994/8/17,85,92,80,0,,
1994/8/18,80,86,77,0.03,,
1994/8/19,82,91,78,0,,
1994/8/20,81,91,74,0,,
1994/8/21,81,89,75,0,,
1994/8/22,80,87,76,0,,
1994/8/23,83,91,75,1.05,,
1994/8/24,83,90,77,0.22,,
1994/8/25,83,91,78,0,,
1994/8/26,85,94,77,0,,
1994/8/27,81,93,74,1.55,,
1994/8/28,81,91,74,0,,
1994/8/29,82,92,74,0,,
1994/8/30,84,93,77,0,,
1994/8/31,85,94,77,0,,
1994/9/1,84,92,76,0,,
1994/9/2,85,93,78,0,,
1994/9/3,82,90,77,0.07,,
1994/9/4,80,94,77,0.11,,
1994/9/5,74,80,69,0.2,,
1994/9/6,73,83,67,0,,
1994/9/7,79,89,71,0,,
1994/9/8,81,89,77,0.14,,
1994/9/9,82,90,76,0,,
1994/9/10,80,85,76,0,,
1994/9/11,71,79,67,0.03,,
1994/9/12,69,77,63,0.08,,
1994/9/13,70,80,59,0,,
1994/9/14,72,80,63,0,,
1994/9/15,72,80,62,0,,
1994/9/16,74,81,68,0,,
1994/9/17,71,81,64,0,,
1994/9/18,71,83,62,0,,
1994/9/19,72,85,62,0,,
1994/9/20,74,85,65,0,,
1994/9/21,73,77,70,0,,
1994/9/22,73,84,63,0,,
1994/9/23,72,82,64,0,,
1994/9/24,69,83,56,0,,
1994/9/25,70,82,59,0,,
1994/9/26,73,85,67,0,,
1994/9/27,72,86,62,0,,
1994/9/28,71,83,62,0,,
1994/9/29,73,85,60,0,,
1994/9/30,69,81,56,0,,
1994/10/1,68,83,55,0,,
1994/10/2,68,83,55,0,,
1994/10/3,71,80,65,0,,
1994/10/4,62,71,56,0,,
1994/10/5,61,76,47,0,,
1994/10/6,64,82,50,0,,
1994/10/7,70,75,60,0,,
1994/10/8,68,74,64,0.16,,
1994/10/9,68,75,65,0.13,,
1994/10/10,66,71,64,0.14,,
1994/10/11,67,72,65,0,,
1994/10/12,68,79,59,0,,
1994/10/13,69,80,59,0,,
1994/10/14,75,84,68,0,,
1994/10/15,78,90,69,0,,
1994/10/16,69,80,64,0.31,,
1994/10/17,61,65,56,0.04,,
1994/10/18,62,69,58,0.02,,
1994/10/19,54,62,52,0.49,,
1994/10/20,51,60,47,0.04,,
1994/10/21,51,63,41,0,,
1994/10/22,53,67,42,0,,
1994/10/23,54,70,40,0,,
1994/10/24,57,68,43,0,,
1994/10/25,58,72,46,0,,
1994/10/26,60,72,49,0,,
1994/10/27,61,72,47,0,,
1994/10/28,58,69,50,0,,
1994/10/29,55,63,49,0,,
1994/10/30,51,67,40,0,,
1994/10/31,53,70,40,0,,
1994/11/1,54,70,42,0,,
1994/11/2,57,75,44,0,,
1994/11/3,57,71,45,0,,
1994/11/4,60,67,53,0,,
1994/11/5,58,76,46,0,,
1994/11/6,60,77,46,0,,
1994/11/7,60,72,48,0,,
1994/11/8,62,74,50,0,,
1994/11/9,62,78,50,0,,
1994/11/10,60,70,54,0,,
1994/11/11,61,75,52,0,,
1994/11/12,64,78,55,0,,
1994/11/13,61,65,59,0,,
1994/11/14,55,59,52,0.01,,
1994/11/15,50,53,49,0.12,,
1994/11/16,50,51,49,0.11,,
1994/11/17,46,49,44,0.05,,
1994/11/18,49,59,40,0.04,,
1994/11/19,48,57,40,0,,
1994/11/20,51,57,45,0,,
1994/11/21,55,61,50,0.02,,
1994/11/22,51,57,49,0,,
1994/11/23,51,55,47,0,,
1994/11/24,53,60,45,0,,
1994/11/25,54,57,52,0.01,,
1994/11/26,52,58,50,0,,
1994/11/27,53,61,45,0,,
1994/11/28,56,58,55,0.75,,
1994/11/29,54,60,50,0,,
1994/11/30,55,60,50,0.09,,
1994/12/1,54,58,51,0,,
1994/12/2,48,54,42,0,,
1994/12/3,40,47,36,0,,
1994/12/4,42,55,31,0,,
1994/12/5,43,56,35,0,,
1994/12/6,47,64,34,0,,
1994/12/7,51,62,40,0,,
1994/12/8,56,58,53,0.19,,
1994/12/9,55,58,52,0,,
1994/12/10,53,57,51,0,,
1994/12/11,50,54,46,0.28,,
1994/12/12,41,46,39,0.17,,
1994/12/13,39,46,35,0.09,,
1994/12/14,38,46,28,0,,
1994/12/15,41,48,36,0,,
1994/12/16,37,41,32,0,,
1994/12/17,37,39,34,0.04,,
1994/12/18,41,45,38,0,,
1994/12/19,41,44,38,0.23,,
1994/12/20,40,41,38,0.02,,
1994/12/21,37,44,33,0,,
1994/12/22,37,50,28,0,,
1994/12/23,42,58,32,0,,
1994/12/24,47,60,36,0,,
1994/12/25,47,51,44,0,,
1994/12/26,45,49,42,0,,
1994/12/27,44,47,42,0,,
1994/12/28,43,48,40,0,,
1994/12/29,45,48,42,0,,
1994/12/30,48,51,44,0.03,,
1994/12/31,39,46,36,0.07,,
1995/1/1,35,40,31,0,,
1995/1/2,37,40,34,0.11,,
1995/1/3,36,41,33,0.14,,
1995/1/4,35,43,28,0,,
1995/1/5,37,48,28,0,,
1995/1/6,39,54,27,0,,
1995/1/7,40,58,29,0,,
1995/1/8,45,61,31,0,,
1995/1/9,41,52,35,0,,
1995/1/10,36,40,35,0.01,,
1995/1/11,35,38,33,0.06,,
